,ZIP CODE,PPSQ17,Sale Price17,PPSQ18,Sale Price18,PPSQ19,Sale Price19,PPSQ20,Sale Price20,PPSQ21,Sale Price21
156,11422,294.5872821823306,112050397,328.98308841161383,135821655,335.45373973561925,158095993,353.64877868483643,110034281,277.8256804536175,203045009
157,11423,335.4017450213608,246752716,351.7906331541952,147088237,330.03840060981065,155003855,325.0446919263456,91792621,397.2038564394505,173035902
158,11426,403.8341765907395,99052043,436.5589984001477,113515817,442.0768082067264,74897537,482.95031551231983,76304701,501.973804447152,131838400
159,11427,117.30995284691554,82372820,407.2321563900178,91888271,407.81302928650126,99201335,427.4150274299206,92323783,496.900282930605,132246532
160,11428,308.0324115905904,79090402,323.77573352848356,84946449,336.9499269514401,96866365,373.7820225412365,72696118,493.4094537353586,128016563
161,11429,288.65150902853065,103570182,309.9674058836939,116933964,308.5505269528655,135610425,298.5972190370751,113277334,369.304468628227,139031684
162,11432,360.6699944868143,235510293,397.3231309598768,261873689,368.57792202989157,249150198,397.40926248433794,151292514,485.38665802976044,236785688
163,11433,292.4846200279521,161351773,325.52570314881353,176211946,316.06164912985327,166830613,282.65770818943673,132181768,376.5277219542694,168624175
164,11434,273.62656973170976,268465699,322.31103080072626,334086342,582.7484978778027,716834848,342.32366102686507,220009363,396.17100450417854,290167925
165,11435,317.0078641833048,138103208,355.10034340015983,178170532,334.8415718794942,179277526,142.75849040069897,110779732,448.3964480988355,429725220
166,11436,279.08610775990405,162163262,350.2759391230825,173996070,347.0116297951869,117532492,387.3749490752805,105544566,447.5209687287167,116304882
